id	name
202280	Bintaana_Jikla
202281	Bertrand_Bibblesworth
202282	Guardian_Asirav
202283	Frieza_Greenbaum
202284	Seitha_Chimar
202285	Guardian_Bomawyn
202286	Guardian_Norerd
202287	Guardian_Drendle
202288	Kurlond_Axebringer
202289	Gaddi_Buruca
202290	#Nayr_Cogswin
202291	V`Lynn_Renloe
202292	Ralkor_Stoneclaw
202293	Elwin_Razorfur
202294	Castlen_Drewe
202295	Vivian_the_True
202296	Guardian_Frendad
202297	Guardian_Ulaurd
202298	Raewyth_Velanor
202299	Tarerd_Gahar
202300	Tratlan_Jowyr
202301	Wicas_Adaolath
202302	Guardian_Daknot
202303	Ramos_Jerwan
202304	Horil_Imsin
202305	Guardian_Onay
202306	Kanio_Paerk
202307	Szrix_Hammertail
202308	Zhao_V`karin
202309	Keshyk_Wardorn
202310	Heldin_Swordbreaker
202311	Grave_Lord_Vizurik
202312	Oracle_Balek
202313	Warlord_Skriek
202314	Mystic_Pikor
202315	Neverral_N`Ryt
202316	Sir_Geravaldi
202317	Tomeskimmer_Joop
202318	Mystic_Ryrin
202319	Mystic_Somas
202320	Wanderer_Astobin
202321	Assassin_Mirot
202322	Warlord_Gligoth
202323	Wanderer_Frardok
202324	Tomeseeker_Salkien
202325	Zigan_Ribshard
202326	Shroudkeeper_Hyush
202327	Shroudkeeper_Nisua
202328	Bantil_Io`Tuv
202329	Shroudkeeper_Learu
202330	Barrenzin
202331	Tarnimus
202332	Gialn_Tyanid
202333	#Tebarin
202334	Wanderer_Kedrisan
202335	Wanderer_Qenda
202336	Sebast_Muckle
202337	Kraylor_Nalsiv
202338	Wanderer_Thermon
202339	Yuriah_Jomsab
202340	Priest_of_Discord
202341	Malcohm_Thimbleton
202342	Baeldarr_Hawkeye
202343	Vicar_Ceraen
202344	Johannes_O`Danos
202345	Andreas_O`Danos
202346	Ludvik_O`Danos
202347	Vicar_Delin
202348	Vicar_Diarin
202349	Vicar_Glaunn
202350	Tourist_Merim
202351	Tourist_Perom
202352	Vicar_Thiran
202353	Minstrel_Cirsaelle
202354	Minstrel_Eoweril
202355	Minstrel_Gwiar
202356	Minstrel_Joet
202357	Minstrel_Silnon
202358	Illusionist_Acored
202359	Illusionist_Jerup
202360	Vicar_Qadar
202361	Illusionist_Nomaad
202362	302_Priest_of_Discord
202363	Dieffer_Wolfhugger
202364	#Yeril_Imsin
202365	A_Planar_Projection
202366	A_Planar_Projection
202367	A_Planar_Projection
202368	A_Planar_Projection
202369	A_Planar_Projection
202370	Corpse_Guy
202371	Illusionist_Lobaen
202372	bind_trap
202373	##Charlie_Brown
202374	Illusionist_Sevat
202375	Eric_Rasumus
202376	Henrik_O`Danos
202377	Tunare_Mother_of_All
202378	Melet_Ironstove
202379	Edvard_O`Danos
202380	#an_elf
202381	#An_Easter_Bunny
202382	#Nork`s_Love
202383	Xenolixthilian - Copy
202384	Wicked_Winnie
202385	a_wizened_hermit
202386	Spooky_Sally
202387	Haunted_Jack
202388	Mister_Magelo
202389	Lorekeeper_Blaimas
202390	#James_the_Watchmaker
202391	#Scholar_Jarvi
202392	#Scholar_Awerrin
202393	#Scholar_Berkin
202394	#Scholar_Kiulo
202395	#Scholar_Werum
202396	Randall_of_the_Fellows
202397	Fellow_Wyllie
202398	Sephorra_the_Flagger
202399	Rhondda_the_Flagger
202400	Fellow_Byllie
202401	#Clockwork_Party_Machine
202402	#M.C._Tinkerton
202403	#Santug_Claugg`s_Helper
202404	#Zoptik
202405	Santug_Claugg
202406	a_Frostfell_Goblin
202407	Hargar_the_Velium_Chef
202408	Fireworks_Engineer_Fabdabus
202409	#Alerynril_the_Loyal
202410	#Iason_Yureska
202411	Old_Man_McKenzie
202412	#Keefe_Stearns
202413	Treasurer_Mirathancus
202414	Treasurer_Foiwom
202415	Treasurer_Siofra
202416	a_frightening_liaison
202417	Anibarean_of_the_Light
202418	Hadya_Ware
202419	Mercia
202420	#Graat_Gigglegibber
202421	#Kuutas_Gigglegibber
202422	Vacurasa_of_the_Dark
202423	#Stirt_Gigglegibber
202424	a_tradeskill_armor_historian
202425	Herald_of_Druzzil_Ro
202426	a_cultural_historian
202427	a_cultural_smithing_historian
202428	a_cultural_tailoring_historian
202429	a_cultural_discoveries_historian
202430	a_cultural_tinkering_historian
202431	#Bindral_Argaff
202432	#Thach_Jerden
202433	Nursa_Rasumus
202434	Sansus_Rasumus
202435	Maree_Rasumus
202436	Sage_Vilgand
202437	#Rellith_Akkanar
202438	a_gigglegibber_goblin
202439	#Maynar_Furrwik
202440	#Cordys_Leaflighter
202441	#Elba_Straw
202442	Edvard_O`Danos
202443	#Tierna_Morganna
202444	Aiden_Silverwing
202445	Flerin_Na`Shalith
202446	#Skal_Nethus
202447	Giftn_Na`Shalith
202448	Facesmasher_Brog
202449	Franklin_Teek
202450	Distribution_Facilitator_XCV
202451	Sage_Valgond
202452	Frozen_Skeleton_of_the_Cursed
202453	Kalon_Corsan
202454	#Karl_Kranigan
202455	#Miggles_Mistflinger
202456	#Tzudani,_Emissary_of_Veeshan
202457	FrostfellHastyBard
202459	The_Challenge_Master
202460	Channeler_Olaemsa
202461	Channeler_Larilanda
202462	Mystic_Abomina
202463	Mystic_Goharkora
202464	Heretic_Drahura
202465	Elementalist_Somata
202466	Elementalist_Siewtha
202467	Illusionist_Jerupa
202468	Illusionist_Sevata
202469	Wanderer_Astobina
202470	Wanderer_Qendaa
202471	Vicar_Thirana
202472	Brewmaster_Berina
202473	Tailor_Kujen
202474	Architect_Alric
202475	Engineer_Beri
202476	Fletcher_Lenvale
202477	Angler_Winifred
202478	Alchemist_Redsa
202479	Scribe_Zikett
202480	Sculptor_Radee
202481	Chef_Denrun
202482	Artisan_Kazin
202483	Merchant_Tarrin
202484	Blacksmith_Gerta
202485	Scholar_Klaz
202486	Maree_Rasumus
202487	Sansus_Rasumus
202488	Nursa_Rasumus
202489	Toxicologist_Huey
202490	Mercia
202491	Jeweler_Nonny
202492	Frans_Henkal
202493	Culturist_Devari
202494	Crysta_Tagglefoot
202495	_
202496	Illusionist_Warek
202497	Channeler_Alyrianne
202498	Channeler_Cerakoth
202499	Channeler_Keatrem
202500	Channeler_Lariland
202501	Channeler_Olaemos
202502	Reaver_Muron
202503	Reaver_Nydlil
202504	Reaver_Praden
202505	Reaver_Thirlan
202506	Reaver_Uledrith
202507	Heretic_Ceikon
202508	Heretic_Drahur
202509	Heretic_Edalith
202510	Heretic_Elirev
202511	Heretic_Niraf
202512	Elementalist_Kaeob
202513	Elementalist_Onaec
202514	Elementalist_Padan
202515	Elementalist_Siewth
202516	Elementalist_Somat
202517	Pathfinder_Arelat
202518	Pathfinder_Naend
202519	Pathfinder_Thoajin
202520	Pathfinder_Vaered
202521	Pathfinder_Viliken
202522	Cavalier_Aodus
202523	Cavalier_Cerakor
202524	Cavalier_Ethigom
202525	Cavalier_Preradus
202526	Cavalier_Waut
202527	Primalist_Loerith
202528	Primalist_Nydalith
202529	Primalist_Saosith
202530	Primalist_Uliag
202531	Primalist_Worenon
202532	vishi
202999	Multiclass_Master
id	spawngroupID	x	y	z
40447	34326	33.000000	-117.000000	-124.125000
40448	34327	77.000000	-116.000000	-123.500000
40449	34328	57.000000	-126.000000	-124.125000
3266011	200000	58.419998	-150.720001	-158.500000
3266012	200001	58.419998	-140.720001	-158.500000
3266013	200002	58.419998	-130.720001	-158.500000
3266014	200003	58.419998	-120.720001	-158.500000
3266015	200004	58.419998	-110.720001	-158.500000
3266016	200005	58.419998	-100.720001	-158.500000
